sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,two_year_recid,race-sex
1,32,25 - 45,0,0,0,0,7,F,Felony Driving While Lic Suspd,1,African-American-Male
1,44,25 - 45,0,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,1,African-American-Male
1,60,Greater than 45,0,0,0,0,3,M,DUI - Enhanced,1,African-American-Male
1,49,Greater than 45,1,0,0,0,0,F,Possession of Cocaine,1,Caucasian-Male
1,30,25 - 45,0,0,0,0,10,M,Battery,0,African-American-Male
1,52,Greater than 45,1,0,0,0,0,F,Manufacture Cannabis,1,Caucasian-Male
1,34,25 - 45,0,0,0,0,0,F,Poss Wep Conv Felon,1,African-American-Male
1,55,Greater than 45,0,0,0,0,5,F,Felony Battery w/Prior Convict,0,African-American-Male
1,33,25 - 45,0,0,0,0,0,M,Resist/Obstruct W/O Violence,1,African-American-Male
0,27,25 - 45,0,0,0,0,0,M,Assault,1,African-American-Female
1,33,25 - 45,1,0,0,0,0,F,Burglary Assault/Battery Armed,1,Caucasian-Male
1,26,25 - 45,0,0,0,0,0,M,Battery,1,African-American-Male
1,29,25 - 45,0,0,0,0,0,M,DWLS Canceled Disqul 1st Off,1,African-American-Male
1,32,25 - 45,0,0,0,0,1,M,Driving Under The Influence,1,African-American-Male
1,37,25 - 45,1,0,0,0,4,M,Battery,1,Caucasian-Male
1,31,25 - 45,0,0,0,0,15,F,arrest case no charge,1,African-American-Male
1,31,25 - 45,0,0,0,0,6,F,arrest case no charge,1,African-American-Male
0,36,25 - 45,1,0,0,0,2,F,Aggrav Battery w/Deadly Weapon,1,Caucasian-Female
0,37,25 - 45,0,0,0,0,1,F,Burglary With Assault/battery,1,African-American-Female
1,34,25 - 45,1,0,0,0,5,M,Petit Theft,0,Caucasian-Male
0,45,Greater than 45,0,0,0,0,1,F,Driving While License Revoked,1,African-American-Female
1,70,Greater than 45,0,0,0,0,0,M,Driving Under The Influence,1,African-American-Male
1,23,Less than 25,0,1,0,0,4,F,arrest case no charge,1,African-American-Male
1,27,25 - 45,1,0,0,0,5,M,Driving License Suspended,1,Caucasian-Male
1,26,25 - 45,0,0,0,0,0,M,Battery,1,African-American-Male
0,23,Less than 25,1,0,0,0,2,M,Battery,1,Caucasian-Female
0,46,Greater than 45,1,0,0,0,1,F,Felony Batt(Great Bodily Harm),1,Caucasian-Female
0,27,25 - 45,0,1,0,0,1,F,arrest case no charge,1,African-American-Female
1,45,Greater than 45,1,0,0,0,7,F,Felony Battery,1,Caucasian-Male
1,42,25 - 45,0,0,0,0,1,M,arrest case no charge,1,African-American-Male
1,49,Greater than 45,1,0,0,0,3,F,Possession of Cocaine,1,Caucasian-Male
1,29,25 - 45,0,0,0,0,0,F,Carrying Concealed Firearm,1,Hispanic-Male
0,52,Greater than 45,1,0,0,0,1,F,Battery on Law Enforc Officer,1,Caucasian-Female
1,37,25 - 45,0,0,0,0,4,M,Battery,0,Hispanic-Male
1,26,25 - 45,0,0,0,0,1,M,Battery,1,African-American-Male
1,47,Greater than 45,0,0,0,0,1,F,arrest case no charge,1,Hispanic-Male
1,25,25 - 45,0,0,0,0,1,F,Possession of Cocaine,1,African-American-Male
1,21,Less than 25,0,1,0,0,1,F,Burglary Conveyance Unoccup,0,African-American-Male
1,48,Greater than 45,0,0,0,0,0,M,Battery,1,African-American-Male
0,24,Less than 25,0,0,0,0,0,F,Uttering a Forged Instrument,1,Other-Female
1,22,Less than 25,0,0,0,0,0,F,Burglary Dwelling Occupied,0,African-American-Male
1,38,25 - 45,1,0,0,0,2,M,Battery,1,Caucasian-Male
1,54,Greater than 45,0,0,0,0,2,M,Battery,1,Other-Male
1,24,Less than 25,0,0,0,0,1,F,arrest case no charge,1,Hispanic-Male
0,44,25 - 45,1,0,0,0,0,M,Disorderly Conduct,0,Caucasian-Female
1,64,Greater than 45,1,0,0,0,0,M,Operating W/O Valid License,1,Caucasian-Male
0,45,Greater than 45,0,0,0,0,0,M,Battery,1,Other-Female
1,49,Greater than 45,0,0,0,0,1,F,Grand Theft in the 3rd Degree,1,African-American-Male
1,33,25 - 45,0,0,0,0,0,M,Battery,1,Asian-Male
1,44,25 - 45,0,0,0,0,2,F,Leaving the Scene of Accident,1,Hispanic-Male
1,51,Greater than 45,0,0,0,0,3,F,arrest case no charge,1,African-American-Male
1,50,Greater than 45,0,0,0,0,0,F,Possession of Cocaine,1,African-American-Male
1,33,25 - 45,1,0,2,0,2,M,Viol Injunct Domestic Violence,1,Caucasian-Male
0,54,Greater than 45,1,0,0,0,0,M,Battery,1,Caucasian-Female
1,34,25 - 45,1,0,0,0,3,F,Driving While License Revoked,1,Caucasian-Male
1,21,Less than 25,0,0,0,0,1,F,Bribery Athletic Contests,0,African-American-Male
1,33,25 - 45,0,0,0,0,5,F,Felony Driving While Lic Suspd,1,African-American-Male
1,32,25 - 45,0,0,0,1,9,M,arrest case no charge,0,African-American-Male
1,45,Greater than 45,1,0,0,0,1,M,Battery,1,Caucasian-Male
0,29,25 - 45,0,0,0,0,0,F,Agg Battery Grt/Bod/Harm,1,African-American-Female
0,28,25 - 45,0,0,0,0,0,F,Aggravated Assault W/Dead Weap,1,African-American-Female
1,27,25 - 45,1,0,0,0,1,F,Possession of Cannabis,1,Caucasian-Male
0,30,25 - 45,0,0,0,0,0,F,Grand Theft on 65 Yr or Older,1,African-American-Female
1,32,25 - 45,0,0,0,0,0,M,Battery,1,African-American-Male
1,27,25 - 45,1,0,0,0,5,F,Grand Theft in the 3rd Degree,1,Caucasian-Male
1,21,Less than 25,0,0,0,0,0,F,Burglary Structure Unoccup,1,African-American-Male
1,32,25 - 45,1,0,0,0,0,M,Driving License Suspended,1,Caucasian-Male
1,56,Greater than 45,0,0,0,0,3,M,arrest case no charge,1,African-American-Male
0,44,25 - 45,0,0,0,0,0,M,Battery,1,African-American-Female
0,25,25 - 45,1,0,0,0,6,F,arrest case no charge,1,Caucasian-Female
0,20,Less than 25,0,0,0,0,0,M,Battery,1,African-American-Female
1,35,25 - 45,0,0,0,0,1,M,Battery,1,African-American-Male
1,24,Less than 25,0,0,0,0,0,M,Battery,1,African-American-Male
0,40,25 - 45,0,0,0,0,2,M,arrest case no charge,1,Hispanic-Female
1,38,25 - 45,0,0,0,0,9,F,Grand Theft in the 3rd Degree,0,African-American-Male
1,36,25 - 45,1,0,0,0,9,F,arrest case no charge,0,Caucasian-Male
1,23,Less than 25,0,0,0,1,2,F,Grand Theft in the 3rd Degree,1,Hispanic-Male
1,23,Less than 25,1,0,0,0,3,M,Petit Theft,0,Caucasian-Male
0,68,Greater than 45,0,0,0,0,5,F,Possession of Cocaine,1,African-American-Female
0,26,25 - 45,1,0,0,0,2,M,Battery,1,Caucasian-Female
1,51,Greater than 45,0,0,0,0,0,F,Possession of Cocaine,0,African-American-Male
1,25,25 - 45,0,0,0,0,0,M,Battery,1,African-American-Male
1,51,Greater than 45,0,0,0,0,14,F,arrest case no charge,1,African-American-Male
1,36,25 - 45,0,0,0,0,0,M,Battery,1,Other-Male
1,20,Less than 25,0,0,0,0,0,F,Burglary Dwelling Assault/Batt,1,African-American-Male
0,31,25 - 45,0,0,0,0,0,F,Agg Battery Grt/Bod/Harm,1,African-American-Female
1,57,Greater than 45,0,0,0,0,0,M,Battery,1,African-American-Male
1,35,25 - 45,0,0,0,0,3,F,Burglary Structure Unoccup,0,Hispanic-Male
1,39,25 - 45,1,0,0,0,0,F,Possession of Cocaine,1,Caucasian-Male
1,24,Less than 25,0,0,1,0,1,F,Possession of Cocaine,1,African-American-Male
0,29,25 - 45,0,0,0,0,0,F,Aggrav Battery w/Deadly Weapon,0,Hispanic-Female
1,26,25 - 45,0,0,0,0,4,F,Burglary Dwelling Occupied,0,African-American-Male
1,60,Greater than 45,0,0,0,0,2,F,Possession of Cocaine,1,African-American-Male
1,22,Less than 25,1,0,0,1,1,F,Poss Contr Subst W/o Prescript,1,Caucasian-Male
1,28,25 - 45,0,0,0,0,3,F,arrest case no charge,1,African-American-Male
1,28,25 - 45,0,0,0,0,2,F,arrest case no charge,1,African-American-Male
1,55,Greater than 45,1,0,0,0,0,M,Battery,0,Caucasian-Male
1,28,25 - 45,0,0,0,0,2,F,Kidnapping / Domestic Violence,0,Hispanic-Male
0,22,Less than 25,0,0,0,0,0,M,Battery,1,Hispanic-Female
1,24,Less than 25,0,0,0,0,1,M,Battery,0,African-American-Male
1,47,Greater than 45,0,0,0,0,1,F,arrest case no charge,1,African-American-Male
1,54,Greater than 45,1,0,0,0,6,F,Aggravated Battery / Pregnant,1,Caucasian-Male
0,42,25 - 45,1,0,0,0,0,M,Battery,1,Caucasian-Female
1,35,25 - 45,1,0,0,0,5,F,Cruelty to Animals,1,Caucasian-Male
1,53,Greater than 45,1,0,0,0,1,F,Dealing in Stolen Property,1,Caucasian-Male
0,31,25 - 45,0,0,0,0,2,M,Exposes Culpable Negligence,1,African-American-Female
1,23,Less than 25,0,0,0,0,4,F,Grand Theft in the 3rd Degree,1,Other-Male
1,47,Greater than 45,0,0,0,0,9,F,Felony Battery w/Prior Convict,1,African-American-Male
0,22,Less than 25,0,0,1,0,2,F,Aggrav Battery w/Deadly Weapon,1,African-American-Female
1,45,Greater than 45,0,0,0,0,1,M,Possess Cannabis/20 Grams Or Less,1,Hispanic-Male
0,30,25 - 45,0,0,0,0,2,F,Grand Theft in the 3rd Degree,1,African-American-Female
1,50,Greater than 45,0,0,0,0,0,M,Battery,1,African-American-Male
0,24,Less than 25,0,0,0,0,2,F,Possession Of Methamphetamine,0,Other-Female
0,42,25 - 45,1,0,0,0,3,F,False Ownership Info/Pawn Item,1,Caucasian-Female
1,31,25 - 45,0,0,0,0,0,M,Assault,1,Hispanic-Male
1,25,25 - 45,0,0,0,0,5,F,arrest case no charge,0,African-American-Male
1,36,25 - 45,0,0,0,0,4,F,Aggrav Battery w/Deadly Weapon,1,African-American-Male
1,28,25 - 45,1,0,0,0,5,F,Driving While License Revoked,1,Caucasian-Male
1,31,25 - 45,1,0,0,0,0,M,Battery,0,Caucasian-Male
1,23,Less than 25,0,0,0,0,0,F,Aggravated Assault W/dead Weap,1,African-American-Male
1,29,25 - 45,1,0,0,0,4,M,Viol Injunct Domestic Violence,0,Caucasian-Male
1,34,25 - 45,0,0,0,0,1,F,Pos Cannabis W/Intent Sel/Del,1,African-American-Male
0,36,25 - 45,0,0,0,0,0,M,Burglary Structure Unoccup,1,Hispanic-Female
1,23,Less than 25,0,0,0,2,3,F,Grand Theft (Motor Vehicle),0,African-American-Male
1,31,25 - 45,0,0,0,0,15,F,Felony Driving While Lic Suspd,1,African-American-Male
1,53,Greater than 45,1,0,0,0,0,M,Resist/Obstruct W/O Violence,1,Caucasian-Male
1,34,25 - 45,0,0,0,0,12,F,Unauth C/P/S Sounds>1000/Audio,1,African-American-Male
0,63,Greater than 45,0,0,0,0,1,F,Possession of Cannabis,1,African-American-Female
0,21,Less than 25,0,0,0,0,0,F,Possession Of Alprazolam,0,African-American-Female
1,58,Greater than 45,1,0,0,0,4,F,Felony Petit Theft,0,Caucasian-Male
0,23,Less than 25,0,0,0,0,0,M,Battery,1,African-American-Female
1,56,Greater than 45,1,0,0,0,13,F,arrest case no charge,1,Caucasian-Male
0,52,Greater than 45,1,0,0,0,0,F,Aggrav Battery w/Deadly Weapon,1,Caucasian-Female
1,56,Greater than 45,0,0,0,0,0,F,False Imprisonment,1,African-American-Male
0,37,25 - 45,0,0,0,0,0,M,Exposes Culpable Negligence,1,African-American-Female
0,50,Greater than 45,1,0,0,0,0,M,Battery,1,Caucasian-Female
1,22,Less than 25,0,0,0,0,0,F,Possession of Cocaine,0,African-American-Male
0,43,25 - 45,1,0,0,0,0,M,Battery,0,Caucasian-Female
1,30,25 - 45,1,0,0,0,1,M,Battery,1,Caucasian-Male
1,29,25 - 45,0,0,0,0,0,F,Battery on a Person Over 65,1,Asian-Male
1,24,Less than 25,1,0,0,0,0,F,Pos Cannabis W/Intent Sel/Del,1,Caucasian-Male
1,29,25 - 45,0,0,0,0,7,M,Battery,0,African-American-Male
0,24,Less than 25,1,0,0,0,0,F,Possession Of Heroin,1,Caucasian-Female
0,74,Greater than 45,0,0,0,0,0,F,Felony Petit Theft,1,African-American-Female
1,27,25 - 45,0,0,0,1,8,M,arrest case no charge,0,African-American-Male
1,29,25 - 45,1,0,0,0,5,F,Driving While License Revoked,1,Caucasian-Male
0,35,25 - 45,0,0,0,0,5,F,Neglect Child / No Bodily Harm,1,African-American-Female
1,36,25 - 45,1,0,0,0,1,F,arrest case no charge,1,Caucasian-Male
1,26,25 - 45,1,0,0,0,2,F,Carrying Concealed Firearm,1,Caucasian-Male
0,26,25 - 45,0,0,0,0,1,F,arrest case no charge,1,African-American-Female
1,28,25 - 45,1,0,0,0,0,F,Grand Theft in the 3rd Degree,1,Caucasian-Male
1,51,Greater than 45,1,0,0,0,1,F,Possession Of Alprazolam,0,Caucasian-Male
0,35,25 - 45,0,0,0,0,0,M,Battery,1,Hispanic-Female
0,23,Less than 25,0,0,0,0,0,M,Battery,1,African-American-Female
0,23,Less than 25,0,0,1,0,2,M,Battery,1,Hispanic-Female
0,33,25 - 45,0,0,0,0,5,F,Aggravated Assault W/Dead Weap,1,African-American-Female
1,59,Greater than 45,1,0,0,0,3,M,Battery,1,Caucasian-Male
1,26,25 - 45,1,0,0,0,4,F,Tamper With Witness/Victim/CI,0,Caucasian-Male
1,38,25 - 45,0,0,0,0,2,F,Grand Theft in the 3rd Degree,1,Other-Male
1,28,25 - 45,0,0,0,0,2,F,Grand Theft in the 3rd Degree,1,Hispanic-Male
1,40,25 - 45,1,0,0,0,1,M,DUI Property Damage/Injury,1,Caucasian-Male
0,26,25 - 45,0,0,0,0,0,F,Grand Theft in the 3rd Degree,1,African-American-Female
0,54,Greater than 45,0,0,0,0,6,F,Felony Petit Theft,1,African-American-Female
1,31,25 - 45,1,0,0,0,4,M,Battery,0,Caucasian-Male
1,34,25 - 45,1,0,0,0,0,F,Grand Theft in the 3rd Degree,1,Caucasian-Male
1,47,Greater than 45,1,0,0,0,2,F,Possession of Cocaine,1,Caucasian-Male
1,51,Greater than 45,0,0,0,1,12,F,Felony Driving While Lic Suspd,0,African-American-Male
1,25,25 - 45,1,0,0,0,1,F,arrest case no charge,1,Caucasian-Male
1,25,25 - 45,0,0,0,0,0,F,Felony Battery,0,Other-Male
1,36,25 - 45,1,0,0,0,1,F,arrest case no charge,1,Caucasian-Male
1,49,Greater than 45,1,0,0,0,0,M,Driving Under The Influence,1,Caucasian-Male
1,31,25 - 45,0,0,0,0,0,F,Grand Theft in the 3rd Degree,1,African-American-Male
1,30,25 - 45,1,0,0,1,1,F,Uttering a Forged Instrument,1,Caucasian-Male
1,21,Less than 25,0,0,1,0,1,F,Att Burgl Unoccupied Dwel,0,African-American-Male
1,21,Less than 25,0,0,0,0,0,F,Resist Officer w/Violence,1,African-American-Male
0,65,Greater than 45,0,0,0,0,0,F,Grand Theft in the 3rd Degree,1,African-American-Female
0,59,Greater than 45,1,0,0,0,0,M,Driving Under The Influence,1,Caucasian-Female
1,59,Greater than 45,0,0,0,0,0,M,DUI Property Damage/Injury,1,African-American-Male
1,24,Less than 25,0,0,0,0,0,M,Battery,1,African-American-Male
1,40,25 - 45,0,0,0,0,0,F,Aggravated Battery,1,African-American-Male
1,34,25 - 45,0,1,0,0,10,F,Possession Of Alprazolam,0,African-American-Male
1,52,Greater than 45,0,0,0,0,1,F,Tampering With Physical Evidence,1,African-American-Male
1,38,25 - 45,0,0,0,0,2,F,Aggrav Battery w/Deadly Weapon,0,African-American-Male
0,22,Less than 25,0,0,0,0,0,F,Poss of Methylethcathinone,1,African-American-Female
1,43,25 - 45,0,0,0,0,0,F,Pos Cannabis W/Intent Sel/Del,1,African-American-Male
1,55,Greater than 45,0,0,0,0,0,F,Failure To Return Hired Vehicle,1,African-American-Male
1,26,25 - 45,0,0,0,0,2,F,Burglary Unoccupied Dwelling,1,African-American-Male
1,23,Less than 25,1,0,0,1,1,M,DUI Property Damage/Injury,1,Caucasian-Male
0,47,Greater than 45,0,0,0,0,0,F,Aggravated Assault W/dead Weap,1,Other-Female
1,26,25 - 45,0,0,0,0,0,F,Felony Batt(Great Bodily Harm),1,African-American-Male
1,21,Less than 25,1,0,0,1,0,M,Burglary Structure Unoccup,1,Caucasian-Male
0,32,25 - 45,1,0,0,1,0,M,Battery,1,Caucasian-Female
1,51,Greater than 45,0,0,0,0,3,F,Possession of Cocaine,1,African-American-Male
1,35,25 - 45,1,0,0,0,2,F,Possession Of Amphetamine,1,Caucasian-Male
0,37,25 - 45,0,0,0,0,3,F,arrest case no charge,1,African-American-Female
1,24,Less than 25,0,0,0,0,0,M,Battery,0,African-American-Male
0,33,25 - 45,0,0,0,0,3,M,Battery,1,African-American-Female
0,30,25 - 45,1,0,0,0,4,F,arrest case no charge,1,Caucasian-Female
0,42,25 - 45,0,0,0,0,1,F,arrest case no charge,1,African-American-Female
0,40,25 - 45,0,0,0,0,15,F,arrest case no charge,0,African-American-Female
1,21,Less than 25,0,0,0,0,0,F,Grand Theft (Motor Vehicle),1,African-American-Male
1,24,Less than 25,1,0,0,0,0,F,Possession of Cannabis,1,Caucasian-Male
1,41,25 - 45,0,0,0,0,0,F,Driving While License Revoked,1,African-American-Male
1,39,25 - 45,0,0,0,0,1,F,Possession of Cannabis,1,African-American-Male
0,24,Less than 25,0,0,0,0,3,F,Grand Theft in the 3rd Degree,1,African-American-Female
0,24,Less than 25,0,0,0,0,1,F,Grand Theft in the 3rd Degree,1,African-American-Female
0,26,25 - 45,0,0,0,0,4,M,Battery,0,Other-Female
1,44,25 - 45,0,0,0,0,0,M,Viol Injunct Domestic Violence,1,African-American-Male
1,42,25 - 45,1,0,0,0,0,F,Possession of LSD,1,Caucasian-Male
1,45,Greater than 45,1,0,0,0,1,M,DUI Property Damage/Injury,1,Caucasian-Male
1,25,25 - 45,0,0,1,0,7,F,Resist Officer w/Violence,0,African-American-Male
1,33,25 - 45,1,0,0,0,0,F,Grand Theft in the 3rd Degree,1,Caucasian-Male
1,25,25 - 45,1,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,1,Caucasian-Male
1,32,25 - 45,0,0,1,0,5,F,arrest case no charge,1,African-American-Male
1,23,Less than 25,0,0,0,0,0,F,Deliver Cannabis,1,African-American-Male
1,39,25 - 45,1,0,0,0,0,M,Battery,1,Caucasian-Male
1,27,25 - 45,0,0,0,0,12,F,Grand Theft Firearm,0,African-American-Male
0,35,25 - 45,1,0,0,0,4,M,Battery,1,Caucasian-Female
0,38,25 - 45,0,0,0,0,0,M,Battery,1,African-American-Female
1,30,25 - 45,0,0,0,0,4,F,arrest case no charge,1,African-American-Male
1,30,25 - 45,1,0,0,0,1,F,Burglary Unoccupied Dwelling,1,Caucasian-Male
0,30,25 - 45,1,0,0,0,0,M,Battery,1,Caucasian-Female
1,31,25 - 45,0,0,0,0,2,F,Grand Theft in the 3rd Degree,1,African-American-Male
1,34,25 - 45,0,0,0,0,0,F,Grand Theft (Motor Vehicle),1,Other-Male
0,25,25 - 45,0,0,0,0,0,M,Battery,1,African-American-Female
0,26,25 - 45,1,0,0,0,1,F,Possession of Cocaine,1,Caucasian-Female
0,37,25 - 45,0,0,0,0,0,M,Battery,1,African-American-Female
1,34,25 - 45,1,0,0,1,3,M,Viol Prot Injunc Repeat Viol,1,Caucasian-Male
0,38,25 - 45,0,0,0,0,0,F,Agg Battery Grt/Bod/Harm,1,Hispanic-Female
0,31,25 - 45,0,0,0,0,0,M,Battery,1,African-American-Female
0,29,25 - 45,1,0,0,0,0,M,DUI Property Damage/Injury,1,Caucasian-Female
1,22,Less than 25,0,0,0,0,0,F,Grand Theft in the 3rd Degree,1,African-American-Male
0,51,Greater than 45,0,0,0,0,0,M,Battery,1,Hispanic-Female
1,47,Greater than 45,0,0,0,0,0,F,Poss Pyrrolidinovalerophenone,0,African-American-Male
1,21,Less than 25,0,0,0,0,1,M,Resist/Obstruct W/O Violence,1,African-American-Male
1,23,Less than 25,0,0,0,1,5,F,Grand Theft in the 3rd Degree,0,African-American-Male
1,23,Less than 25,0,0,0,0,0,M,Battery,1,Other-Male
0,24,Less than 25,1,0,0,0,0,M,Possess Cannabis/20 Grams Or Less,1,Caucasian-Female
0,23,Less than 25,0,0,0,0,0,M,Possess Drug Paraphernalia,1,Hispanic-Female
0,19,Less than 25,0,0,0,0,0,M,Criminal Mischief Damage <$200,0,African-American-Female
1,32,25 - 45,1,0,0,0,0,F,Grand Theft (Motor Vehicle),0,Caucasian-Male
0,39,25 - 45,1,0,0,0,0,M,Lve/Scen/Acc/Veh/Prop/Damage,0,Caucasian-Female
1,33,25 - 45,0,0,0,0,2,F,Tamper With Witness,1,African-American-Male
0,36,25 - 45,1,0,0,0,0,M,Battery,1,Caucasian-Female
0,40,25 - 45,1,0,0,0,0,F,Possession of Cocaine,1,Caucasian-Female
1,53,Greater than 45,0,0,0,0,4,F,Possession of Cocaine,1,African-American-Male
0,28,25 - 45,1,0,0,0,0,M,Assault,1,Caucasian-Female
1,38,25 - 45,0,0,0,0,2,M,Driving Under The Influence,1,Hispanic-Male
1,55,Greater than 45,1,0,0,0,0,F,Battery on a Person Over 65,1,Caucasian-Male
1,22,Less than 25,0,1,0,0,1,M,Battery,1,African-American-Male
0,34,25 - 45,0,0,0,0,1,F,Grand Theft in the 3rd Degree,1,African-American-Female
1,55,Greater than 45,1,0,0,0,1,M,Battery,1,Caucasian-Male
1,24,Less than 25,0,0,0,0,2,F,arrest case no charge,1,Hispanic-Male
1,41,25 - 45,0,0,0,0,0,M,Battery,1,Other-Male
1,41,25 - 45,0,0,0,0,0,F,Possession of Cocaine,1,Hispanic-Male
1,61,Greater than 45,0,0,0,0,12,F,Felony Battery w/Prior Convict,1,African-American-Male
1,57,Greater than 45,0,0,0,0,3,F,Aggravated Assault W/dead Weap,1,African-American-Male
0,38,25 - 45,1,0,0,0,2,M,Battery,1,Caucasian-Female
1,23,Less than 25,0,0,0,0,0,F,Fleeing Or Attmp Eluding A Leo,0,African-American-Male
1,23,Less than 25,1,0,0,0,3,F,Aggrav Battery w/Deadly Weapon,1,Caucasian-Male
1,20,Less than 25,0,0,0,0,0,F,Deliver Cannabis,1,African-American-Male
1,44,25 - 45,1,0,0,0,1,F,Possession of Cocaine,1,Caucasian-Male
0,38,25 - 45,1,0,0,0,1,M,DUI Property Damage/Injury,1,Caucasian-Female
1,32,25 - 45,0,0,0,0,0,F,Neglect Child / No Bodily Harm,1,Other-Male
1,29,25 - 45,0,0,0,0,0,F,Driving While License Revoked,1,African-American-Male
1,23,Less than 25,0,0,0,0,3,F,Grand Theft (Motor Vehicle),0,African-American-Male
1,24,Less than 25,1,0,0,1,1,F,Possession of Morphine,1,Caucasian-Male
1,45,Greater than 45,0,0,0,0,0,M,DUI Property Damage/Injury,1,Other-Male
1,21,Less than 25,0,0,1,0,2,F,Possession of Cannabis,1,African-American-Male
0,29,25 - 45,0,0,0,0,0,M,Battery,1,African-American-Female
1,25,25 - 45,0,0,0,0,1,F,"Poss3,4 Methylenedioxymethcath",1,African-American-Male
1,46,Greater than 45,0,0,0,0,13,F,Grand Theft in the 3rd Degree,1,Hispanic-Male
1,27,25 - 45,1,0,0,0,2,F,Grand Theft in the 3rd Degree,1,Caucasian-Male
1,37,25 - 45,0,0,0,0,1,F,Aggravated Battery On 65/Older,1,Hispanic-Male
1,21,Less than 25,1,0,0,0,0,F,False Ownership Info/Pawn Item,0,Caucasian-Male
0,28,25 - 45,0,0,0,0,4,F,arrest case no charge,1,African-American-Female
0,28,25 - 45,0,0,0,0,0,M,Battery,1,African-American-Female
1,58,Greater than 45,1,0,0,0,3,M,DUI - Enhanced,1,Caucasian-Male
1,22,Less than 25,1,0,0,0,0,F,Harm Public Servant Or Family,0,Caucasian-Male
1,31,25 - 45,0,0,0,0,5,F,Cruelty Toward Child,1,African-American-Male
1,33,25 - 45,0,0,0,0,0,F,Burglary Dwelling Assault/Batt,1,African-American-Male
0,23,Less than 25,0,0,1,0,1,M,Battery,1,African-American-Female
1,32,25 - 45,1,0,0,0,11,F,Felony Battery w/Prior Convict,1,Caucasian-Male
1,22,Less than 25,1,0,0,0,0,F,"Deliver 3,4 Methylenediox",1,Caucasian-Male
0,35,25 - 45,0,0,0,0,2,F,Aggrav Child Abuse-Agg Battery,1,African-American-Female
1,35,25 - 45,0,0,0,0,2,F,Aggravated Assault w/Firearm,1,Hispanic-Male
0,54,Greater than 45,1,0,0,0,1,M,Petit Theft,1,Caucasian-Female
1,29,25 - 45,1,0,0,0,0,F,Aggravated Battery,1,Caucasian-Male
0,36,25 - 45,0,0,0,0,0,M,arrest case no charge,1,African-American-Female
1,25,25 - 45,0,0,0,0,0,F,"Poss3,4 Methylenedioxymethcath",1,African-American-Male
1,29,25 - 45,0,0,0,0,2,M,Fail Register Vehicle,1,African-American-Male
1,31,25 - 45,0,0,0,0,0,F,Possession of Cocaine,0,Hispanic-Male
1,39,25 - 45,1,0,0,0,0,M,Assault,1,Caucasian-Male
0,23,Less than 25,0,0,0,0,0,F,Possession of Hydrocodone,1,African-American-Female
0,23,Less than 25,0,0,0,0,1,F,arrest case no charge,1,African-American-Female
0,37,25 - 45,0,0,0,0,0,M,Battery,1,Hispanic-Female
1,30,25 - 45,0,0,1,0,9,F,Criminal Mischief,0,African-American-Male
1,23,Less than 25,0,0,0,0,1,F,Grand Theft in the 3rd Degree,1,African-American-Male
0,27,25 - 45,0,0,0,0,0,F,Neglect Child / Bodily Harm,0,African-American-Female
1,38,25 - 45,0,0,1,0,10,M,Possess Cannabis 1000FTSch,1,African-American-Male
1,42,25 - 45,0,0,0,0,1,F,arrest case no charge,1,African-American-Male
1,31,25 - 45,0,0,0,0,0,F,Grand Theft in the 3rd Degree,1,African-American-Male
1,43,25 - 45,0,0,0,0,1,M,Battery,0,African-American-Male
1,39,25 - 45,1,0,0,0,0,F,Aggravated Assault W/Dead Weap,1,Caucasian-Male
1,31,25 - 45,0,0,0,0,0,M,Aggravated Assault W/dead Weap,1,African-American-Male
0,33,25 - 45,0,0,0,0,0,F,Aggravated Assault W/Dead Weap,1,African-American-Female
1,23,Less than 25,0,0,0,0,1,F,Aggravated Battery / Pregnant,0,African-American-Male
0,29,25 - 45,1,0,0,0,0,F,Consp Traff Oxycodone  4g><14g,1,Caucasian-Female
1,62,Greater than 45,1,0,0,0,2,F,Solicit Deliver Cocaine,1,Caucasian-Male
0,44,25 - 45,1,0,0,0,0,M,Battery,1,Caucasian-Female
1,30,25 - 45,0,0,0,0,0,F,Carrying Concealed Firearm,1,African-American-Male
1,51,Greater than 45,1,0,0,0,3,F,Grand Theft (Motor Vehicle),1,Caucasian-Male
1,21,Less than 25,0,0,0,0,0,F,Burglary Conveyance Unoccup,1,African-American-Male
1,27,25 - 45,0,0,0,0,3,F,Carrying Concealed Firearm,0,African-American-Male
1,28,25 - 45,0,0,0,0,0,F,"Poss3,4 Methylenedioxymethcath",1,Hispanic-Male
0,31,25 - 45,0,0,0,0,0,F,Aggrav Battery w/Deadly Weapon,1,African-American-Female
0,49,Greater than 45,1,0,0,0,2,F,Possession of Cocaine,1,Caucasian-Female
0,41,25 - 45,0,0,0,0,2,F,arrest case no charge,1,Other-Female
1,20,Less than 25,1,0,0,5,0,M,Battery,1,Caucasian-Male
1,23,Less than 25,0,0,1,0,4,F,arrest case no charge,0,African-American-Male
1,26,25 - 45,1,0,0,0,0,M,Battery,1,Caucasian-Male
1,28,25 - 45,1,0,0,0,1,M,Battery,1,Caucasian-Male
1,52,Greater than 45,0,0,0,0,4,M,Battery,1,African-American-Male
